Transaction Key;Transaction ID;Customer ID;Location;Payment Method;Category;Item;Quantity;Unit Price;Unit_Cost;Discount_Rate;Total_Recalc;Gross_Profit_After_Discount;Gross_Margin_%;Customer Age;Tenure (Years);Price_vs_Cost_Flag;Pre_Discount_Total;Discount_Zero_Flag;Total Spent;Date;Future_Date_Flag;Pre_Recalc;Gross_Profit;Year;Month;Week;Membership Level;Region;Province/State;Log_Total_Recalc;Month_Year;;
TXN_568178_20251010;TXN_568178;CUST_0489;In-store;Credit Card;Food;Cereal Box;11;7,51;6,10;0,000;82,61;15,51;0,19;24;1,1;OK;82,61;No Discount;82,61;10/10/25;OK;82,61;15,51;2025;10;41;Standard;Midwest;IL;1,92;Oct-2025;;
TXN_447928_20241027;TXN_447928;CUST_0662;In-store;Cash;Food;Cooking Oil Bottle;15;3,88;2,84;0,000;58,20;15,60;0,27;51;1,7;OK;58,20;No Discount;58,20;27/10/24;OK;58,20;15,60;2024;10;44;Standard;Midwest;IL;1,76;Oct-2024;;
TXN_717749_20250706;TXN_717749;CUST_0663;In-store;Cash;Food;Cereal Box;38;7,51;5,02;0,028;277,39;86,63;0,31;35;9,2;OK;285,38;Discounted;277,39;6/7/25;OK;285,38;94,62;2025;07;28;Standard;Eastern Canada;ON;2,44;Jul-2025;;
TXN_650457_20230608;TXN_650457;CUST_0162;In-store;Credit Card;Food;Cooking Oil Bottle;16;3,88;3,25;0,000;62,08;10,08;0,16;43;4,1;OK;62,08;No Discount;62,08;8/6/23;OK;62,08;10,08;2023;06;23;Standard;West;NV;1,79;Jun-2023;;
TXN_727727_20241008;TXN_727727;CUST_0772;In-store;Credit Card;Food;Cereal Box;12;7,51;5,79;0,000;90,12;20,64;0,23;40;9,3;OK;90,12;No Discount;90,12;8/10/24;OK;90,12;20,64;2024;10;41;Standard;West;CA;1,95;Oct-2024;;
TXN_449062_20250825;TXN_449062;CUST_0480;In-store;Credit Card;Food;Canned Beans;11;11,83;9,12;0,043;124,53;24,21;0,19;52;7,2;OK;130,13;Discounted;124,53;25/8/25;OK;130,13;29,81;2025;08;35;Gold;South;TX;2,10;Aug-2025;;
TXN_853084_20230615;TXN_853084;CUST_0272;Online;Credit Card;Food;Pasta Pack;11;10,58;8,20;0,048;110,79;20,59;0,19;30;8,1;OK;116,38;Discounted;110,79;15/6/23;OK;116,38;26,18;2023;06;24;Standard;Northeast;MD;2,04;Jun-2023;;
TXN_724688_20231121;TXN_724688;CUST_0324;In-store;Cash;Food;Canned Beans;7;11,83;6,49;0,000;82,81;37,38;0,45;66;4,1;OK;82,81;No Discount;82,81;21/11/23;OK;82,81;37,38;2023;11;47;Gold;Northeast;NY;1,92;Nov-2023;;
TXN_764282_20250722;TXN_764282;CUST_0540;Online;Credit Card;Food;Cereal Box;12;7,51;5,51;0,000;90,12;24,00;0,27;31;0,6;OK;90,12;No Discount;90,12;22/7/25;OK;90,12;24,00;2025;07;30;Platinum;South;NC;1,95;Jul-2025;;
TXN_653832_20250728;TXN_653832;CUST_0988;In-store;Cash;Food;Cooking Oil Bottle;7;3,88;2,49;0,000;27,16;9,73;0,36;60;9,8;OK;27,16;No Discount;27,16;28/7/25;OK;27,16;9,73;2025;07;31;Platinum;South;TX;1,43;Jul-2025;;
TXN_475073_20250714;TXN_475073;CUST_0745;Online;Credit Card;Food;Cereal Box;19;7,51;4,96;0,034;137,84;43,60;0,32;31;3,3;OK;142,69;Discounted;137,84;14/7/25;OK;142,69;48,45;2025;07;29;Gold;West;OR;2,14;Jul-2025;;
TXN_549563_20240805;TXN_549563;CUST_0534;In-store;Credit Card;Food;Cooking Oil Bottle;7;3,88;2,79;0,000;27,16;7,63;0,28;63;8,8;OK;27,16;No Discount;27,16;5/8/24;OK;27,16;7,63;2024;08;32;Standard;West;CA;1,43;Aug-2024;;
TXN_424930_20240516;TXN_424930;CUST_0008;In-store;Cash;Food;Rice Bag;9;11,77;10,58;0,037;102,01;6,79;0,07;23;1,2;OK;105,93;Discounted;102,01;16/5/24;OK;105,93;10,71;2024;05;20;Standard;West;OR;2,01;May-2024;;
TXN_131631_20230902;TXN_131631;CUST_0218;In-store;Credit Card;Food;Rice Bag;5;11,77;10,15;0,000;58,85;8,10;0,14;40;9,1;OK;58,85;No Discount;58,85;2/9/23;OK;58,85;8,10;2023;09;35;Gold;West;OR;1,77;Sep-2023;;
TXN_692390_20250624;TXN_692390;CUST_0743;In-store;Cash;Food;Cereal Box;17;7,51;6,75;0,045;121,92;7,17;0,06;59;9,0;OK;127,67;Discounted;121,92;24/6/25;OK;127,67;12,92;2025;06;26;Gold;West;NV;2,09;Jun-2025;;
TXN_300146_20241026;TXN_300146;CUST_0350;Online;Credit Card;Food;Rice Bag;8;11,77;9,69;0,000;94,16;16,64;0,18;33;9,1;OK;94,16;No Discount;94,16;26/10/24;OK;94,16;16,64;2024;10;43;Standard;Western Canada;AB;1,97;Oct-2024;;
TXN_830113_20240725;TXN_830113;CUST_0114;In-store;Credit Card;Food;Cereal Box;17;7,51;4,12;0,050;121,29;51,25;0,42;60;0,8;OK;127,67;Discounted;121,29;25/7/24;OK;127,67;57,63;2024;07;30;Gold;Midwest;OH;2,08;Jul-2024;;
TXN_173643_20240528;TXN_173643;CUST_0693;In-store;Credit Card;Food;Rice Bag;18;11,77;6,59;0,046;202,11;83,49;0,41;23;9,4;OK;211,86;Discounted;202,11;28/5/24;OK;211,86;93,24;2024;05;22;Standard;West;CA;2,31;May-2024;;
TXN_244674_20230116;TXN_244674;CUST_0137;In-store;Credit Card;Food;Pasta Pack;14;10,58;6,26;0,039;142,34;54,70;0,38;23;0,4;OK;148,12;Discounted;142,34;16/1/23;OK;148,12;60,48;2023;01;3;Platinum;Midwest;MI;2,15;Jan-2023;;
TXN_733821_20230911;TXN_733821;CUST_0858;Online;Credit Card;Food;Canned Beans;8;11,83;10,64;0,000;94,64;9,52;0,10;21;9,7;OK;94,64;No Discount;94,64;11/9/23;OK;94,64;9,52;2023;09;37;Platinum;South;TN;1,98;Sep-2023;;
TXN_664576_20230724;TXN_664576;CUST_0426;In-store;Credit Card;Food;Rice Bag;68;11,77;8,26;0,105;716,32;154,64;0,22;53;6,8;OK;800,36;Discounted;716,32;24/7/23;OK;800,36;238,68;2023;07;30;Gold;Northeast;MD;2,86;Jul-2023;;
TXN_201128_20231024;TXN_201128;CUST_0123;In-store;Credit Card;Food;Pasta Pack;8;10,58;8,58;0,000;84,64;16,00;0,19;21;4,8;OK;84,64;No Discount;84,64;24/10/23;OK;84,64;16,00;2023;10;43;Gold;West;CA;1,93;Oct-2023;;
TXN_861506_20231010;TXN_861506;CUST_0054;Online;Credit Card;Food;Canned Beans;3;11,83;9,52;0,000;35,49;6,93;0,20;62;4,8;OK;35,49;No Discount;35,49;10/10/23;OK;35,49;6,93;2023;10;41;Standard;West;CA;1,55;Oct-2023;;
TXN_485932_20241022;TXN_485932;CUST_0331;In-store;Credit Card;Food;Cooking Oil Bottle;13;3,88;3,45;0,000;50,44;5,59;0,11;54;7,7;OK;50,44;No Discount;50,44;22/10/24;OK;50,44;5,59;2024;10;43;Gold;West;CA;1,70;Oct-2024;;
TXN_595971_20240915;TXN_595971;CUST_0889;Online;Credit Card;Food;Canned Beans;11;11,83;6,35;0,040;124,92;55,07;0,44;27;1,3;OK;130,13;Discounted;124,92;15/9/24;OK;130,13;60,28;2024;09;38;Standard;Northeast;NY;2,10;Sep-2024;;
TXN_142882_20231115;TXN_142882;CUST_0409;In-store;Cash;Food;Canned Beans;21;11,83;6,34;0,030;240,98;107,84;0,45;21;6,0;OK;248,43;Discounted;240,98;15/11/23;OK;248,43;115,29;2023;11;46;Standard;Northeast;MA;2,38;Nov-2023;;
TXN_439502_20230725;TXN_439502;CUST_0098;In-store;Cash;Food;Pasta Pack;5;10,58;8,51;0,000;52,90;10,35;0,20;36;7,8;OK;52,90;No Discount;52,90;25/7/23;OK;52,90;10,35;2023;07;30;Gold;West;NV;1,72;Jul-2023;;
TXN_725297_20231213;TXN_725297;CUST_0091;In-store;Cash;Food;Cereal Box;14;7,51;3,80;0,040;100,93;47,73;0,47;59;8,3;OK;105,14;Discounted;100,93;13/12/23;OK;105,14;51,94;2023;12;50;Standard;South;NC;2,00;Dec-2023;;
TXN_832800_20230214;TXN_832800;CUST_0499;Online;Credit Card;Food;Pasta Pack;21;10,58;8,99;0,052;210,63;21,84;0,10;44;4,4;OK;222,18;Discounted;210,63;14/2/23;OK;222,18;33,39;2023;02;7;Gold;South;TX;2,32;Feb-2023;;
TXN_781398_20250511;TXN_781398;CUST_0522;Online;Credit Card;Food;Canned Beans;9;11,83;8,33;0,034;102,85;27,88;0,27;31;3,4;OK;106,47;Discounted;102,85;11/5/25;OK;106,47;31,50;2025;05;20;Standard;South;TX;2,01;May-2025;;
TXN_815776_20250915;TXN_815776;CUST_0463;Online;Credit Card;Food;Canned Beans;18;11,83;7,14;0,048;202,72;74,20;0,37;51;3,2;OK;212,94;Discounted;202,72;15/9/25;OK;212,94;84,42;2025;09;38;Standard;Midwest;IL;2,31;Sep-2025;;
TXN_214218_20230916;TXN_214218;CUST_0242;Online;Credit Card;Food;Pasta Pack;5;10,58;9,15;0,000;52,90;7,15;0,14;46;7,4;OK;52,90;No Discount;52,90;16/9/23;OK;52,90;7,15;2023;09;37;Standard;Midwest;OH;1,72;Sep-2023;;
TXN_875469_20240928;TXN_875469;CUST_0965;Online;Credit Card;Food;Rice Bag;2;11,77;9,37;0,000;23,54;4,80;0,20;23;7,4;OK;23,54;No Discount;23,54;28/9/24;OK;23,54;4,80;2024;09;39;Standard;West;OR;1,37;Sep-2024;;
TXN_658207_20240318;TXN_658207;CUST_0396;In-store;Cash;Food;Canned Beans;9;11,83;7,29;0,045;101,68;36,07;0,35;51;8,7;OK;106,47;Discounted;101,68;18/3/24;OK;106,47;40,86;2024;03;12;Gold;West;CA;2,01;Mar-2024;;
TXN_695140_20240807;TXN_695140;CUST_0264;Online;Credit Card;Food;Canned Beans;12;11,83;9,42;0,037;136,71;23,67;0,17;24;5,2;OK;141,96;Discounted;136,71;7/8/24;OK;141,96;28,92;2024;08;32;Gold;West;CO;2,14;Aug-2024;;
TXN_969321_20240614;TXN_969321;CUST_0710;Online;Credit Card;Food;Cooking Oil Bottle;11;3,88;2,41;0,000;42,68;16,17;0,38;68;2,9;OK;42,68;No Discount;42,68;14/6/24;OK;42,68;16,17;2024;06;24;Standard;Eastern Canada;QC;1,63;Jun-2024;;
TXN_767422_20230522;TXN_767422;CUST_0344;In-store;Credit Card;Food;Cereal Box;10;7,51;5,37;0,000;75,10;21,40;0,28;25;7,5;OK;75,10;No Discount;75,10;22/5/23;OK;75,10;21,40;2023;05;21;Standard;South;TX;1,88;May-2023;;
TXN_902907_20241120;TXN_902907;CUST_0769;In-store;Credit Card;Food;Pasta Pack;30;10,58;8,46;0,050;301,53;47,73;0,16;39;4,4;OK;317,40;Discounted;301,53;20/11/24;OK;317,40;63,60;2024;11;47;Platinum;Midwest;IL;2,48;Nov-2024;;
TXN_711823_20250927;TXN_711823;CUST_0793;In-store;Cash;Food;Canned Beans;9;11,83;7,92;0,037;102,53;31,25;0,30;52;6,0;OK;106,47;Discounted;102,53;27/9/25;OK;106,47;35,19;2025;09;39;Gold;Western Canada;AB;2,01;Sep-2025;;
TXN_959431_20231010;TXN_959431;CUST_0813;In-store;Credit Card;Food;Rice Bag;5;11,77;9,71;0,000;58,85;10,30;0,18;25;0,4;OK;58,85;No Discount;58,85;10/10/23;OK;58,85;10,30;2023;10;41;Gold;South;TX;1,77;Oct-2023;;
TXN_460923_20230827;TXN_460923;CUST_0175;In-store;Credit Card;Food;Rice Bag;27;11,77;6,63;0,044;303,81;124,80;0,41;33;1,0;OK;317,79;Discounted;303,81;27/8/23;OK;317,79;138,78;2023;08;35;Standard;Northeast;NY;2,48;Aug-2023;;
TXN_596308_20230810;TXN_596308;CUST_0779;Online;Credit Card;Food;Cooking Oil Bottle;7;3,88;2,75;0,000;27,16;7,91;0,29;33;5,3;OK;27,16;No Discount;27,16;10/8/23;OK;27,16;7,91;2023;08;32;Standard;West;CA;1,43;Aug-2023;;
TXN_848479_20250719;TXN_848479;CUST_0190;In-store;Cash;Food;Rice Bag;6;11,77;6,03;0,000;70,62;34,44;0,49;24;2,2;OK;70,62;No Discount;70,62;19/7/25;OK;70,62;34,44;2025;07;29;Standard;South;NC;1,85;Jul-2025;;
TXN_360220_20230907;TXN_360220;CUST_0215;In-store;Credit Card;Food;Pasta Pack;14;10,58;9,44;0,052;140,42;8,26;0,06;21;1,6;OK;148,12;Discounted;140,42;7/9/23;OK;148,12;15,96;2023;09;36;Platinum;West;CA;2,15;Sep-2023;;
TXN_715370_20240322;TXN_715370;CUST_0420;Online;Digital Wallet;Food;Rice Bag;18;11,77;6,72;0,046;202,11;81,15;0,40;57;7,3;OK;211,86;Discounted;202,11;22/3/24;OK;211,86;90,90;2024;03;12;Gold;Northeast;MA;2,31;Mar-2024;;
TXN_150408_20240406;TXN_150408;CUST_0040;In-store;Credit Card;Food;Cooking Oil Bottle;46;3,88;2,19;0,041;171,16;70,42;0,41;35;5,7;OK;178,48;Discounted;171,16;6/4/24;OK;178,48;77,74;2024;04;14;Standard;Northeast;PA;2,23;Apr-2024;;
TXN_599984_20240701;TXN_599984;CUST_0071;In-store;Cash;Food;Cooking Oil Bottle;41;3,88;2,63;0,056;150,17;42,34;0,28;66;4,8;OK;159,08;Discounted;150,17;1/7/24;OK;159,08;51,25;2024;07;27;Platinum;Northeast;MA;2,18;Jul-2024;;
TXN_828343_20231109;TXN_828343;CUST_0219;Online;Credit Card;Food;Rice Bag;13;11,77;6,20;0,031;148,27;67,67;0,46;44;9,9;OK;153,01;Discounted;148,27;9/11/23;OK;153,01;72,41;2023;11;45;Standard;Eastern Canada;ON;2,17;Nov-2023;;
TXN_927551_20230823;TXN_927551;CUST_0365;Online;Credit Card;Food;Canned Beans;13;11,83;10,04;0,042;147,33;16,81;0,11;55;8,8;OK;153,79;Discounted;147,33;23/8/23;OK;153,79;23,27;2023;08;34;Standard;West;CA;2,17;Aug-2023;;
TXN_565507_20240911;TXN_565507;CUST_0981;In-store;Credit Card;Food;Rice Bag;14;11,77;6,80;0,035;159,01;63,81;0,40;30;4,1;OK;164,78;Discounted;159,01;11/9/24;OK;164,78;69,58;2024;09;37;Standard;South;TX;2,20;Sep-2024;;
TXN_983804_20240505;TXN_983804;CUST_0517;Online;Credit Card;Food;Cooking Oil Bottle;22;3,88;2,92;0,000;85,36;21,12;0,25;41;3,5;OK;85,36;No Discount;85,36;5/5/24;OK;85,36;21,12;2024;05;19;Platinum;West;CA;1,93;May-2024;;
TXN_290790_20240317;TXN_290790;CUST_0737;Online;Digital Wallet;Food;Canned Beans;16;11,83;9,65;0,034;182,84;28,44;0,16;53;7,7;OK;189,28;Discounted;182,84;17/3/24;OK;189,28;34,88;2024;03;12;Gold;South;TX;2,26;Mar-2024;;
TXN_829110_20231226;TXN_829110;CUST_0185;In-store;Credit Card;Food;Cooking Oil Bottle;36;3,88;2,71;0,049;132,84;35,28;0,27;59;7,8;OK;139,68;Discounted;132,84;26/12/23;OK;139,68;42,12;2023;12;52;Gold;West;CA;2,12;Dec-2023;;
TXN_179567_20230911;TXN_179567;CUST_0144;In-store;Cash;Food;Canned Beans;21;11,83;6,09;0,035;239,73;111,84;0,47;51;3,0;OK;248,43;Discounted;239,73;11/9/23;OK;248,43;120,54;2023;09;37;Standard;Northeast;PA;2,38;Sep-2023;;
TXN_570939_20250918;TXN_570939;CUST_0395;Online;Credit Card;Food;Rice Bag;21;11,77;7,38;0,035;238,52;83,54;0,35;47;2,5;OK;247,17;Discounted;238,52;18/9/25;OK;247,17;92,19;2025;09;38;Gold;West;CA;2,38;Sep-2025;;
TXN_322841_20230718;TXN_322841;CUST_0694;In-store;Credit Card;Food;Cereal Box;3;7,51;5,58;0,000;22,53;5,79;0,26;63;6,2;OK;22,53;No Discount;22,53;18/7/23;OK;22,53;5,79;2023;07;29;Standard;West;WA;1,35;Jul-2023;;
TXN_895831_20250505;TXN_895831;CUST_0383;Online;Credit Card;Food;Pasta Pack;15;10,58;6,86;0,034;153,30;50,40;0,33;56;9,5;OK;158,70;Discounted;153,30;5/5/25;OK;158,70;55,80;2025;05;19;Standard;South;TX;2,19;May-2025;;
TXN_333445_20231022;TXN_333445;CUST_0928;Online;Credit Card;Food;Canned Beans;14;11,83;8,98;0,050;157,34;31,62;0,20;42;3,9;OK;165,62;Discounted;157,34;22/10/23;OK;165,62;39,90;2023;10;43;Standard;West;CO;2,20;Oct-2023;;
TXN_882734_20231125;TXN_882734;CUST_0818;In-store;Cash;Food;Cooking Oil Bottle;27;3,88;2,74;0,058;98,68;24,70;0,25;42;5,5;OK;104,76;Discounted;98,68;25/11/23;OK;104,76;30,78;2023;11;47;Platinum;South;TX;1,99;Nov-2023;;
TXN_644259_20250708;TXN_644259;CUST_0728;In-store;Credit Card;Food;Cooking Oil Bottle;18;3,88;2,68;0,000;69,84;21,60;0,31;35;9,8;OK;69,84;No Discount;69,84;8/7/25;OK;69,84;21,60;2025;07;28;Gold;West;NV;1,84;Jul-2025;;
TXN_965038_20250907;TXN_965038;CUST_0969;Online;Credit Card;Food;Cereal Box;8;7,51;4,49;0,000;60,08;24,16;0,40;57;4,7;OK;60,08;No Discount;60,08;7/9/25;OK;60,08;24,16;2025;09;37;Gold;South;TX;1,78;Sep-2025;;
TXN_384826_20230215;TXN_384826;CUST_0702;In-store;Credit Card;Food;Cooking Oil Bottle;7;3,88;3,42;0,000;27,16;3,22;0,12;64;4,5;OK;27,16;No Discount;27,16;15/2/23;OK;27,16;3,22;2023;02;7;Standard;Northeast;NY;1,43;Feb-2023;;
TXN_602695_20230726;TXN_602695;CUST_0356;In-store;Credit Card;Food;Cooking Oil Bottle;34;3,88;2,81;0,041;126,51;30,97;0,24;38;9,6;OK;131,92;Discounted;126,51;26/7/23;OK;131,92;36,38;2023;07;30;Standard;South;TX;2,10;Jul-2023;;
TXN_114586_20250923;TXN_114586;CUST_0263;In-store;Cash;Food;Cooking Oil Bottle;17;3,88;2,28;0,000;65,96;27,20;0,41;48;4,1;OK;65,96;No Discount;65,96;23/9/25;OK;65,96;27,20;2025;09;39;Gold;South;TX;1,82;Sep-2025;;
TXN_761551_20240920;TXN_761551;CUST_0860;In-store;Digital Wallet;Food;Canned Beans;14;11,83;7,65;0,046;158,00;50,90;0,32;24;6,0;OK;165,62;Discounted;158,00;20/9/24;OK;165,62;58,52;2024;09;38;Platinum;West;CA;2,20;Sep-2024;;
TXN_570552_20250902;TXN_570552;CUST_0316;In-store;Credit Card;Food;Canned Beans;21;11,83;6,46;0,041;238,24;102,58;0,43;36;1,4;OK;248,43;Discounted;238,24;2/9/25;OK;248,43;112,77;2025;09;36;Gold;Midwest;WI;2,38;Sep-2025;;
TXN_451676_20250815;TXN_451676;CUST_0471;In-store;Digital Wallet;Food;Pasta Pack;10;10,58;8,65;0,037;101,89;15,39;0,15;67;4,2;OK;105,80;Discounted;101,89;15/8/25;OK;105,80;19,30;2025;08;33;Standard;West;CA;2,01;Aug-2025;;
TXN_734496_20250901;TXN_734496;CUST_0807;In-store;Cash;Food;Cereal Box;8;7,51;5,54;0,000;60,08;15,76;0,26;59;3,5;OK;60,08;No Discount;60,08;1/9/25;OK;60,08;15,76;2025;09;36;Gold;Midwest;IL;1,78;Sep-2025;;
TXN_350523_20240708;TXN_350523;CUST_0077;In-store;Credit Card;Food;Rice Bag;28;11,77;9,56;0,050;313,08;45,40;0,15;35;8,1;OK;329,56;Discounted;313,08;8/7/24;OK;329,56;61,88;2024;07;28;Standard;West;CA;2,50;Jul-2024;;
TXN_555682_20250620;TXN_555682;CUST_0563;Online;Credit Card;Food;Cereal Box;12;7,51;5,81;0,000;90,12;20,40;0,23;45;9,3;OK;90,12;No Discount;90,12;20/6/25;OK;90,12;20,40;2025;06;25;Standard;South;TX;1,95;Jun-2025;;
TXN_254859_20230726;TXN_254859;CUST_0903;In-store;Credit Card;Food;Pasta Pack;29;10,58;9,36;0,045;293,01;21,57;0,07;28;3,0;OK;306,82;Discounted;293,01;26/7/23;OK;306,82;35,38;2023;07;30;Standard;West;AZ;2,47;Jul-2023;;
TXN_943028_20231111;TXN_943028;CUST_0469;Online;Credit Card;Food;Canned Beans;6;11,83;9,44;0,000;70,98;14,34;0,20;39;0,5;OK;70,98;No Discount;70,98;11/11/23;OK;70,98;14,34;2023;11;45;Standard;West;CA;1,85;Nov-2023;;
TXN_834106_20250615;TXN_834106;CUST_0124;Online;Credit Card;Food;Canned Beans;10;11,83;9,11;0,037;113,92;22,82;0,20;59;3,8;OK;118,30;Discounted;113,92;15/6/25;OK;118,30;27,20;2025;06;25;Standard;South;NC;2,06;Jun-2025;;
TXN_921656_20240618;TXN_921656;CUST_0124;Online;Digital Wallet;Food;Cereal Box;14;7,51;5,58;0,030;101,99;23,87;0,23;59;3,8;OK;105,14;Discounted;101,99;18/6/24;OK;105,14;27,02;2024;06;25;Standard;South;NC;2,01;Jun-2024;;
TXN_952727_20241213;TXN_952727;CUST_0679;Online;Credit Card;Food;Rice Bag;44;11,77;6,23;0,057;488,36;214,24;0,44;50;3,4;OK;517,88;Discounted;488,36;13/12/24;OK;517,88;243,76;2024;12;50;Standard;Western Canada;AB;2,69;Dec-2024;;
TXN_923670_20230722;TXN_923670;CUST_0717;In-store;Credit Card;Food;Canned Beans;74;11,83;6,22;0,066;817,64;357,36;0,44;44;4,3;OK;875,42;Discounted;817,64;22/7/23;OK;875,42;415,14;2023;07;29;Gold;West;CA;2,91;Jul-2023;;
TXN_842556_20240719;TXN_842556;CUST_0164;In-store;Credit Card;Food;Canned Beans;10;11,83;9,56;0,034;114,28;18,68;0,16;69;4,2;OK;118,30;Discounted;114,28;19/7/24;OK;118,30;22,70;2024;07;29;Standard;West;CA;2,06;Jul-2024;;
TXN_915066_20230315;TXN_915066;CUST_0524;In-store;Cash;Food;Cereal Box;22;7,51;5,92;0,054;156,30;26,06;0,17;37;0,0;OK;165,22;Discounted;156,30;15/3/23;OK;165,22;34,98;2023;03;11;Gold;West;CA;2,19;Mar-2023;;
TXN_507213_20241213;TXN_507213;CUST_0328;In-store;Cash;Food;Cereal Box;16;7,51;4,47;0,035;115,95;44,43;0,38;32;9,3;OK;120,16;Discounted;115,95;13/12/24;OK;120,16;48,64;2024;12;50;Standard;Northeast;MD;2,06;Dec-2024;;
TXN_179658_20240715;TXN_179658;CUST_0496;In-store;Credit Card;Food;Rice Bag;16;11,77;10,53;0,042;180,41;11,93;0,07;64;3,9;OK;188,32;Discounted;180,41;15/7/24;OK;188,32;19,84;2024;07;29;Platinum;South;GA;2,26;Jul-2024;;
TXN_963309_20231118;TXN_963309;CUST_0107;Online;Credit Card;Food;Rice Bag;12;11,77;6,57;0,047;134,60;55,76;0,41;41;1,8;OK;141,24;Discounted;134,60;18/11/23;OK;141,24;62,40;2023;11;46;Standard;West;NV;2,13;Nov-2023;;
TXN_130923_20240407;TXN_130923;CUST_0356;In-store;Credit Card;Food;Cereal Box;48;7,51;5,11;0,046;343,90;98,62;0,29;38;9,6;OK;360,48;Discounted;343,90;7/4/24;OK;360,48;115,20;2024;04;15;Standard;South;TX;2,54;Apr-2024;;
TXN_272613_20240120;TXN_272613;CUST_0565;In-store;Cash;Food;Rice Bag;8;11,77;10,58;0,000;94,16;9,52;0,10;55;8,2;OK;94,16;No Discount;94,16;20/1/24;OK;94,16;9,52;2024;01;3;Standard;South;TX;1,97;Jan-2024;;
TXN_418391_20240605;TXN_418391;CUST_0189;In-store;Cash;Food;Pasta Pack;5;10,58;9,14;0,000;52,90;7,20;0,14;43;8,3;OK;52,90;No Discount;52,90;5/6/24;OK;52,90;7,20;2024;06;23;Standard;Eastern Canada;ON;1,72;Jun-2024;;
TXN_360589_20241222;TXN_360589;CUST_0879;Online;Credit Card;Food;Cereal Box;15;7,51;4,36;0,042;107,92;42,52;0,39;65;5,1;OK;112,65;Discounted;107,92;22/12/24;OK;112,65;47,25;2024;12;52;Gold;Midwest;IL;2,03;Dec-2024;;
TXN_600096_20230523;TXN_600096;CUST_0122;Online;Credit Card;Food;Cooking Oil Bottle;5;3,88;2,10;0,000;19,40;8,90;0,46;70;5,1;OK;19,40;No Discount;19,40;23/5/23;OK;19,40;8,90;2023;05;21;Standard;South;FL;1,29;May-2023;;
TXN_598545_20240807;TXN_598545;CUST_0236;In-store;Cash;Food;Rice Bag;34;11,77;6,37;0,047;381,37;164,79;0,43;62;7,8;OK;400,18;Discounted;381,37;7/8/24;OK;400,18;183,60;2024;08;32;Gold;Midwest;IL;2,58;Aug-2024;;
TXN_372055_20241004;TXN_372055;CUST_0023;In-store;Digital Wallet;Food;Cereal Box;16;7,51;4,54;0,050;114,15;41,51;0,36;43;5,8;OK;120,16;Discounted;114,15;4/10/24;OK;120,16;47,52;2024;10;40;Standard;Northeast;NY;2,06;Oct-2024;;
TXN_785582_20231128;TXN_785582;CUST_0994;In-store;Credit Card;Food;Cooking Oil Bottle;12;3,88;2,71;0,000;46,56;14,04;0,30;62;8,0;OK;46,56;No Discount;46,56;28/11/23;OK;46,56;14,04;2023;11;48;Standard;South;FL;1,67;Nov-2023;;
TXN_560469_20250724;TXN_560469;CUST_0791;Online;Digital Wallet;Food;Pasta Pack;22;10,58;8,91;0,049;221,35;25,33;0,11;44;6,7;OK;232,76;Discounted;221,35;24/7/25;OK;232,76;36,74;2025;07;30;Standard;Midwest;IL;2,35;Jul-2025;;
TXN_655438_20240804;TXN_655438;CUST_0742;In-store;Credit Card;Food;Pasta Pack;24;10,58;5,42;0,035;245,03;114,95;0,47;31;0,7;OK;253,92;Discounted;245,03;4/8/24;OK;253,92;123,84;2024;08;32;Standard;West;CA;2,39;Aug-2024;;
TXN_633558_20250804;TXN_633558;CUST_0285;Online;Credit Card;Food;Canned Beans;14;11,83;8,25;0,048;157,67;42,17;0,27;40;6,2;OK;165,62;Discounted;157,67;4/8/25;OK;165,62;50,12;2025;08;32;Platinum;West;WA;2,20;Aug-2025;;
TXN_874068_20230724;TXN_874068;CUST_0434;Online;Credit Card;Food;Cooking Oil Bottle;7;3,88;2,17;0,000;27,16;11,97;0,44;63;1,4;OK;27,16;No Discount;27,16;24/7/23;OK;27,16;11,97;2023;07;30;Standard;Northeast;NY;1,43;Jul-2023;;
TXN_707549_20250725;TXN_707549;CUST_0664;In-store;Credit Card;Food;Cooking Oil Bottle;12;3,88;2,94;0,000;46,56;11,28;0,24;35;3,3;OK;46,56;No Discount;46,56;25/7/25;OK;46,56;11,28;2025;07;30;Platinum;South;TN;1,67;Jul-2025;;
TXN_464715_20240722;TXN_464715;CUST_0150;Online;Credit Card;Food;Cooking Oil Bottle;5;3,88;3,07;0,000;19,40;4,05;0,21;54;2,5;OK;19,40;No Discount;19,40;22/7/24;OK;19,40;4,05;2024;07;30;Platinum;West;CO;1,29;Jul-2024;;
TXN_159981_20230718;TXN_159981;CUST_0524;In-store;Credit Card;Food;Pasta Pack;16;10,58;6,31;0,040;162,51;61,55;0,38;37;0,0;OK;169,28;Discounted;162,51;18/7/23;OK;169,28;68,32;2023;07;29;Gold;West;CA;2,21;Jul-2023;;
TXN_372214_20230127;TXN_372214;CUST_0848;In-store;Cash;Food;Canned Beans;8;11,83;8,27;0,000;94,64;28,48;0,30;32;4,5;OK;94,64;No Discount;94,64;27/1/23;OK;94,64;28,48;2023;01;4;Standard;West;CA;1,98;Jan-2023;;
